temperature_K,temperature_C,system_pressure_Pa,system_pressure_mbar,vapor_pressure_Pa,vapor_pressure_mbar,pressure_ratio,will_evaporate,evaporation_rate,method
333.0,59.85000000000002,5000.0,50.0,48.32368279672471,0.4832368279672471,0.009664736559344942,False,None,Lee-Kesler
333.0,59.85000000000002,6000.0,60.0,48.32368279672471,0.4832368279672471,0.008053947132787452,False,None,Lee-Kesler
333.0,59.85000000000002,7000.0,70.0,48.32368279672471,0.4832368279672471,0.006903383256674959,False,None,Lee-Kesler
333.0,59.85000000000002,8000.0,80.0,48.32368279672471,0.4832368279672471,0.006040460349590589,False,None,Lee-Kesler
333.0,59.85000000000002,9000.0,90.0,48.32368279672471,0.4832368279672471,0.0053692980885249675,False,None,Lee-Kesler
333.0,59.85000000000002,10000.0,100.0,48.32368279672471,0.4832368279672471,0.004832368279672471,False,None,Lee-Kesler
333.0,59.85000000000002,11000.0,110.0,48.32368279672471,0.4832368279672471,0.0043930620724295195,False,None,Lee-Kesler
333.0,59.85000000000002,12000.0,120.0,48.32368279672471,0.4832368279672471,0.004026973566393726,False,None,Lee-Kesler
333.0,59.85000000000002,13000.0,130.0,48.32368279672471,0.4832368279672471,0.003717206368978824,False,None,Lee-Kesler
333.0,59.85000000000002,14000.0,140.0,48.32368279672471,0.4832368279672471,0.0034516916283374795,False,None,Lee-Kesler
333.0,59.85000000000002,15000.0,150.0,48.32368279672471,0.4832368279672471,0.0032215788531149807,False,None,Lee-Kesler
333.0,59.85000000000002,16000.0,160.0,48.32368279672471,0.4832368279672471,0.0030202301747952946,False,None,Lee-Kesler
333.0,59.85000000000002,17000.0,170.0,48.32368279672471,0.4832368279672471,0.0028425695762779243,False,None,Lee-Kesler
333.0,59.85000000000002,18000.0,180.0,48.32368279672471,0.4832368279672471,0.0026846490442624838,False,None,Lee-Kesler
333.0,59.85000000000002,19000.0,190.0,48.32368279672471,0.4832368279672471,0.002543351726143406,False,None,Lee-Kesler
333.0,59.85000000000002,20000.0,200.0,48.32368279672471,0.4832368279672471,0.0024161841398362355,False,None,Lee-Kesler
